Дата;Идентификатор;ИдентификаторЖалобыТендера;Статус жалобы;ДатаПодачиТребованияЖалобыТендера;Тип методу закупівлі;КодОргЖалобыТендера;ОрганизацияЖалобыТендера;Уровень жалобы;Классификация лота CPV2;СтатусТендера;IDOrganizator;СуммаТендера
12.07.2017;UA-2017-07-12-001867-b;UA-2017-07-12-001867-b.c1;Удовлетворено;21.07.2017 17:54:19;Відкриті торги;39328390;"ТОВ ""СЕКУР ІНТЕГРАЦІЯ""";На условия;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;31024875;3700000
12.07.2017;UA-2017-07-12-001813-b;UA-2017-07-12-001813-b.b1;Удовлетворено;21.07.2017 17:56:01;Відкриті торги;39328390;"ТОВ ""СЕКУР ІНТЕГРАЦІЯ""";На условия;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;31024875;3700000
12.07.2017;UA-2017-07-12-000245-a;UA-2017-07-12-000245-a.b1;Удовлетворено;21.07.2017 11:32:50;Відкриті торги;31481658;"ПРИВАТНЕ ПІДПРИЄМСТВО ""АВТОМАГІСТРАЛЬ""";На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;05465258;3925184
12.07.2017;UA-2017-07-12-000606-b;UA-2017-07-12-000606-b.a2;Удовлетворено;16.08.2017 15:51:40;Відкриті торги;30096823;"Приватне виробничо-комерційне підприємство ""Технотранспроект""";На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;cancelled;03451526;943623.12
12.07.2017;UA-2017-07-12-000734-c;UA-2017-07-12-000734-c.b1;Удовлетворено;09.08.2017 14:39:53;Відкриті торги;30489106;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЕНЕРГІЯ 2000""";На решение;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;complete;08355470;3400000
12.07.2017;UA-2017-07-12-000660-c;UA-2017-07-12-000660-c.b1;Удовлетворено;21.07.2017 18:23:36;Відкриті торги;39508928;"ТОВ ""Енерго Прайм""";На условия;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;40081237;3300000
12.07.2017;UA-2017-07-12-000251-a;UA-2017-07-12-000251-a.c4;Не удовлетворено;23.08.2017 15:56:04;Відкриті торги із публікацією англ. мовою;21748702;ТОВ Вуглеторфзбагачення;На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;34674102;7020000
12.07.2017;UA-2017-07-12-000251-a;UA-2017-07-12-000251-a.c5;Удовлетворено;23.08.2017 17:38:13;Відкриті торги із публікацією англ. мовою;39508928;"ТОВ ""Енерго Прайм""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;34674102;7020000
12.07.2017;UA-2017-07-12-000670-c;UA-2017-07-12-000670-c.b1;Удовлетворено;21.07.2017 18:32:26;Відкриті торги;39508928;"ТОВ ""Енерго Прайм""";На условия;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;40081237;3542400
12.07.2017;UA-2017-07-12-002226-b;UA-2017-07-12-002226-b.c3;Удовлетворено;09.08.2017 14:11:51;Відкриті торги;24587464;"ТОВ ""Пластікс-Україна""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;32955518;1061770.03
12.07.2017;UA-2017-07-12-000234-b;UA-2017-07-12-000234-b.c2;Не удовлетворено;21.07.2017 18:18:28;Відкриті торги;30894003;ТОВ Прибрежний;На условия;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;complete;36299692;3582600
12.07.2017;UA-2017-07-12-000637-b;UA-2017-07-12-000637-b.c1;Не удовлетворено;31.07.2017 16:50:58;Відкриті торги із публікацією англ. мовою;31924503;ТОВ ІС-МЕДІКАЛ;На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;unsuccessful;01993865;5000000
12.07.2017;UA-2017-07-12-000274-c;UA-2017-07-12-000274-c.c1;Не удовлетворено;09.08.2017 17:00:59;Відкриті торги;35880173;ТОВ АВТО ГРУП +;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40110608;525000
25.05.2017;UA-2017-05-25-001188-c;UA-2017-05-25-001188-c.b4;Удовлетворено;23.06.2017 15:04:19;Відкриті торги із публікацією англ. мовою;31512020;"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТОРГОВИЙ ДІМ МАЗ""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;32008278;17428000
25.05.2017;UA-2017-05-25-001382-c;UA-2017-05-25-001382-c.a8;Не удовлетворено;02.08.2017 11:27:07;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;40081347;245662610.4
25.05.2017;UA-2017-05-25-001382-c;UA-2017-05-25-001382-c.a9;Удовлетворено;02.08.2017 13:33:22;Відкриті торги із публікацією англ. мовою;39568332;Товариство з обмеженою відповідальністю «Глобал-Енерджі Груп»;На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;40081347;245662610.4
25.05.2017;UA-2017-05-25-000070-a;UA-2017-05-25-000070-a.c1;Удовлетворено;28.07.2017 21:49:04;Відкриті торги із публікацією англ. мовою;24789950;"ПП ""ТІТАНХІМ""";На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;04694614;4998262.34
25.05.2017;UA-2017-05-25-001137-c;UA-2017-05-25-001137-c.b3;Удовлетворено;23.06.2017 15:12:29;Відкриті торги із публікацією англ. мовою;31512020;"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТОРГОВИЙ ДІМ МАЗ""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;31995099;13071000
25.05.2017;UA-2017-05-25-000873-c;UA-2017-05-25-000873-c.b3;Удовлетворено;23.06.2017 15:08:28;Відкриті торги із публікацією англ. мовою;31512020;"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТОРГОВИЙ ДІМ МАЗ""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;31978981;8714000
25.05.2017;UA-2017-05-25-000856-a;UA-2017-05-25-000856-a.b1;Удовлетворено;24.06.2017 20:02:25;Відкриті торги;39799212;"ТОВ ""ЕНЕРГОПРОМХОЛДИНГ""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;unsuccessful;14321653;3579600
25.05.2017;UA-2017-05-25-000856-a;UA-2017-05-25-000856-a.b2;Удовлетворено;31.07.2017 17:05:23;Відкриті торги;39782701;"ТОВ ""ЕНІК ЕНЕРДЖІ ГРУП""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;unsuccessful;14321653;3579600
25.05.2017;UA-2017-05-25-000759-a;UA-2017-05-25-000759-a.b2;Не удовлетворено;21.06.2017 12:02:55;Відкриті торги із публікацією англ. мовою;34927849;"ООО ""БЕНОЙ""";На условия;72000000-5 Послуги у сфері інформаційних технологій: консультування, розробка програмного забезпечення, послуги мережі Інтернет і послуги з підтримки;unsuccessful;00100227;23053840
25.05.2017;UA-2017-05-25-000759-a;UA-2017-05-25-000759-a.c3;Удовлетворено;21.06.2017 20:54:06;Відкриті торги із публікацією англ. мовою;20197074;"ТОВ ""БДО""";На условия;72000000-5 Послуги у сфері інформаційних технологій: консультування, розробка програмного забезпечення, послуги мережі Інтернет і послуги з підтримки;unsuccessful;00100227;23053840
25.05.2017;UA-2017-05-25-000432-a;UA-2017-05-25-000432-a.a1;Не удовлетворено;30.06.2017 14:45:02;Відкриті торги;39989779;"ТОВ ""ЗАПОРІЗЬКИЙ МЕТИЗНИЙ ЗАВОД""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;40081216;223257
